X_Label,Quant_Y_data,BM_Y_data
-0.2,0.1786254726131701,0.08099322967925965
-0.0,0.18704858312578135,0.0820173448908976
0.2,0.1965602584050349,0.08278553701905664
0.4,0.20628691906915214,0.08328347366595316
0.6,0.21497104820124774,0.08346824496107566
0.8,0.22095374006631396,0.08334903216311823
1.0,0.22288606021401997,0.08294527823665905
1.2,0.21954792789605101,0.08225970239933175
1.4,0.21054882610315742,0.08126427087820075
1.6,0.19646831505659548,0.08002137241777778
1.8,0.1781782007937033,0.07855082013403292
2.0,0.15730708221271195,0.07685950501928668
2.2,0.13536070435384345,0.07497849463043894
2.4,0.11367415678323499,0.07295295940526074
2.6,0.09322166707612706,0.07081075549213336
2.8,0.07467733966893494,0.0685695776665874
3.0,0.05852337701346384,0.06627364266590845
3.2,0.04486951841914508,0.06394945106044594
3.4,0.033872828527444644,0.06162161787393746
3.6,0.02543344340715343,0.059316017316508526
3.8,0.019252826220127618,0.05704994599189502
4.0,0.015082338180645137,0.05483789402294929
4.2,0.012413494358034773,0.05270175549209923
4.4,0.010813097255843883,0.05064402715827001
4.6,0.009935483618264698,0.048666506054159814
4.8,0.009437353148996205,0.04677399142659344
5.0,0.009114298779419008,0.04497374032934474
5.2,0.008814624147752975,0.04325047924343796
5.4,0.008434388404167574,0.04159893830313896
5.6,0.007898993675120206,0.04001905287995534
5.8,0.007174366902424357,0.038498477406019735
6.0,0.006272365699588242,0.03702483901086981
6.2,0.00523617412341341,0.03559020008188995
6.4,0.0041546445364891455,0.034189970979342274
6.6,0.0031175080683296273,0.03281087814743225
6.8,0.0022100214180428446,0.031446613506156226
7.0,0.001472573434634084,0.030092364910726515
7.2,0.0009215675690335759,0.02874340263347487
7.4,0.0005434988513470072,0.02739655378572069
7.6,0.00029891912015966843,0.02605063311191424
7.8,0.0001548612671681415,0.024705941062155908
8.0,7.535463677707046e-05,0.02336381373489077
8.2,6.535407496417e-05,0.022026552835661028
8.4,6.535407496417e-05,0.020697950320847532
8.6,6.535407496417e-05,0.019383131648102996
8.8,6.535407496417e-05,0.018085239608392086
9.0,6.535407496417e-05,0.016808650567675706
9.2,6.535407496417e-05,0.015562029013659755
9.4,6.535407496417e-05,0.01434796217529716
9.6,6.535407496417e-05,0.013169565827554762
9.8,6.535407496417e-05,0.012032368258601682
10.0,6.535407496417e-05,0.010945288491170468
10.2,6.535407496417e-05,0.0099056434047879
10.4,6.535407496417e-05,0.008916180422565157
10.6,6.535407496417e-05,0.00798537965871225
10.8,6.535407496417e-05,0.007112949228008156
11.0,6.535407496417e-05,0.00629661086549459
11.2,6.535407496417e-05,0.005537722991093245
11.4,6.535407496417e-05,0.004845641219717132
11.6,6.535407496417e-05,0.004210343458435269
11.8,6.535407496417e-05,0.0036309949349497923
12.0,6.535407496417e-05,0.0031109019426403648
12.2,6.535407496417e-05,0.002648166058475272
12.4,6.535407496417e-05,0.0022355165969700484
12.6,6.535407496417e-05,0.0018703813577201401
12.8,6.535407496417e-05,0.0015567154040929362
13.0,6.535407496417e-05,0.0012843676783012889
13.2,6.535407496417e-05,0.0010493813142674468
13.4,6.535407496417e-05,0.0008502822567584121
13.6,6.535407496417e-05,0.0006848178554259771
13.8,6.535407496417e-05,0.0005458121550562117
14.0,6.535407496417e-05,0.0004301434456808152
14.2,6.535407496417e-05,0.0003372627132752064
14.4,6.535407496417e-05,0.0002620365111747574
14.6,6.535407496417e-05,0.00020117558148057048
14.8,6.535407496417e-05,0.00015279919130057592
15.0,6.535407496417e-05,0.00011568716922765959
15.2,6.535407496417e-05,8.650561901755045e-05
15.4,6.535407496417e-05,6.380975520402276e-05
15.6,6.535407496417e-05,4.869133056896037e-05
15.8,6.535407496417e-05,4.869133056896037e-05
16.0,6.535407496417e-05,4.869133056896037e-05
16.2,6.535407496417e-05,4.869133056896037e-05
16.4,6.535407496417e-05,4.869133056896037e-05
16.6,6.535407496417e-05,4.869133056896037e-05
16.8,6.535407496417e-05,4.869133056896037e-05
17.0,6.535407496417e-05,4.869133056896037e-05
17.2,6.535407496417e-05,4.869133056896037e-05
17.4,6.535407496417e-05,4.869133056896037e-05
17.6,6.535407496417e-05,4.869133056896037e-05
17.8,6.535407496417e-05,4.869133056896037e-05
18.0,6.535407496417e-05,4.869133056896037e-05
18.2,6.535407496417e-05,4.869133056896037e-05
18.4,6.535407496417e-05,4.869133056896037e-05
18.6,6.535407496417e-05,4.869133056896037e-05
18.8,6.535407496417e-05,4.869133056896037e-05
19.0,6.535407496417e-05,4.869133056896037e-05
19.2,6.535407496417e-05,4.869133056896037e-05
19.4,6.535407496417e-05,4.869133056896037e-05
19.6,6.535407496417e-05,4.869133056896037e-05
19.8,6.535407496417e-05,4.869133056896037e-05
