X_Label,Quant_Y_data,BM_Y_data,Optimal_Y_data
-14.0,7.182066319302876e-05,0.007978042929133391,7.313618528254702e-05
-13.8,7.182066319302876e-05,0.008288368320594024,7.313618528254702e-05
-13.6,7.182066319302876e-05,0.008600786342906844,7.313618528254702e-05
-13.4,7.182066319302876e-05,0.00891577329640539,7.313618528254702e-05
-13.2,7.182066319302876e-05,0.009234052309324982,7.313618528254702e-05
-13.0,7.182066319302876e-05,0.009556455212457612,7.313618528254702e-05
-12.8,7.182066319302876e-05,0.009884145711040656,7.313618528254702e-05
-12.6,7.182066319302876e-05,0.01022015987513517,7.313618528254702e-05
-12.4,7.182066319302876e-05,0.010564511332390314,7.313618528254702e-05
-12.2,7.182066319302876e-05,0.010918546448030168,7.313618528254702e-05
-12.0,7.182066319302876e-05,0.011283657295054785,7.313618528254702e-05
-11.8,7.182066319302876e-05,0.011661273805233638,7.313618528254702e-05
-11.6,7.182066319302876e-05,0.012055601192777586,7.313618528254702e-05
-11.4,7.182066319302876e-05,0.012468150019592604,7.313618528254702e-05
-11.2,7.182066319302876e-05,0.012898666194587462,7.313618528254702e-05
-11.0,7.182066319302876e-05,0.01334849127489777,7.313618528254702e-05
-10.8,7.182066319302876e-05,0.013818903413540173,7.313618528254702e-05
-10.6,7.182066319302876e-05,0.0143115479208913,7.313618528254702e-05
-10.4,7.182066319302876e-05,0.014833662929510338,7.313618528254702e-05
-10.2,7.182066319302876e-05,0.01538030517380354,7.313618528254702e-05
-10.0,7.182066319302876e-05,0.015952201984340993,9.205086741121237e-05
-9.8,7.182066319302876e-05,0.01654997654224199,0.0001483416501293802
-9.6,7.182066319302876e-05,0.017174149683263674,0.00023350497869522352
-9.4,7.182066319302876e-05,0.01782930587538623,0.0003591574928090204
-9.2,7.182066319302876e-05,0.018515221718674858,0.0005400002625959259
-9.0,8.813026434019937e-05,0.019228493308112913,0.0007939517858328597
-8.8,0.00016741371032643173,0.019969172734987176,0.0011419906973351623
-8.6,0.00030483339898845833,0.020737268428718026,0.0016076181576367339
-8.4,0.0005246741140862647,0.021532855914762745,0.0022160976398976876
-8.2,0.0008539865006006882,0.022363376546554854,0.002998115293958714
-8.0,0.001321238411008352,0.023221084819788608,0.003972549593398612
-7.8,0.0019422090731969466,0.02410589962102433,0.00515829070986043
-7.6,0.002705587571548468,0.025017738283082624,0.006567948747623005
-7.4,0.003578955089155021,0.02595651380219986,0.00820602274300087
-7.2,0.004501922779053782,0.02692581167329822,0.010067636113185199
-7.0,0.005388768449627854,0.02792559630881872,0.01213807434124966
-6.8,0.006158416812274874,0.028951718595547377,0.014393268767040883
-6.6,0.006743217677387326,0.03000383266106364,0.01680124285324734
-6.4,0.007129402758487452,0.03108148021942577,0.019326378171018573
-6.2,0.007366236213927398,0.032184076961988495,0.021924053874367633
-6.0,0.007556522321357023,0.03331691420112576,0.024554330864164756
-5.8,0.007856592021469906,0.034472077031035074,0.027181259283599615
-5.6,0.008425152085193238,0.035647669496245246,0.029774901730994154
-5.4,0.009398885284045196,0.03684177115381219,0.032312958195431604
-5.2,0.010893526175213549,0.038052163951878694,0.03478160369249339
-5.0,0.012925469331601868,0.039277403795684895,0.037175597636061396
-4.8,0.01546676591474064,0.040512854246389673,0.0394978168798186
-4.6,0.018473183337721005,0.04175256176962922,0.04175737346745278
-4.4,0.021886006336293316,0.042992383718184445,0.04397271293467342
-4.2,0.025642620470444515,0.04422788481630669,0.046166387280170126
-4.0,0.029716820716084683,0.04545434871064076,0.04836480550505991
-3.8,0.034119535826522836,0.04666073784272962,0.05059804041189362
-3.6,0.03884599507708704,0.047843028981565734,0.052899411698980645
-3.4,0.04392657397831112,0.04899606877615919,0.0553052093777448
-3.2,0.049436564148582274,0.05011426756974344,0.05785441413439557
-3.0,0.055479852296518965,0.05119204527973585,0.06058818859811256
-2.8,0.062180736123535724,0.05221800434884808,0.06355416914222525
-2.6,0.06968510448285177,0.05318037434573481,0.06679362346175846
-2.4,0.07811893403346873,0.054082563596791366,0.07034101429258639
-2.2,0.08741160045770796,0.05492011829121021,0.07422462256905613
-2.0,0.09738704748844845,0.05568893927423802,0.07845872238282041
-1.8,0.10773460967232051,0.05638530350767143,0.0830379841637448
-1.6,0.11803395472923374,0.05698654428897917,0.08793244955634881
-1.4,0.12792082796559423,0.05750475308958257,0.09308408118271266
-1.2,0.13714008435545885,0.05794162238329669,0.09840581671127754
-1.0,0.14561068583292155,0.05829619654363584,0.10378239889379097
-0.8,0.1534653235104095,0.058568008120049635,0.10907123307692804
-0.6,0.1609030557566237,0.058749484984364726,0.1141228559824753
-0.4,0.16812225744622766,0.05883408353806261,0.11878741592643273
-0.2,0.1752474967259332,0.058839310558259826,0.12292423852827715
-0.0,0.18223335256401538,0.0587673180328567,0.12641099322107113
0.2,0.18883767861485984,0.05862060597679208,0.12915044946641072
0.4,0.19463149490527795,0.05840200488969866,0.13107417679631206
0.6,0.19908488677463318,0.058100431609711886,0.1321431268824084
0.8,0.20157174872912356,0.05773285261265598,0.13233591369692763
1.0,0.2013466763132709,0.0573069982614693,0.1316589314558437
1.2,0.19803994147967063,0.05682692530733882,0.1301615151376456
1.4,0.19138738976372302,0.05629678230650352,0.12789055393334464
1.6,0.18127596143162542,0.05571770018931333,0.12490435290498808
1.8,0.16811862040592257,0.05509106748542856,0.12127081613317317
2.0,0.15255931809892972,0.054430381815550564,0.11706655192204857
2.2,0.1353451510016016,0.05373973402718783,0.11237639381953389
2.4,0.11735243570181736,0.05302311182931262,0.10729274174452637
2.6,0.09946708058387835,0.05228438759584106,0.10191286267623778
2.8,0.0824224114972388,0.05152461558572929,0.09634031885195692
3.0,0.06690873005175665,0.05075130078593032,0.09068472961091184
3.2,0.053307573186494005,0.04996869351940423,0.08504439015475738
3.4,0.04184506142929391,0.04917959538607785,0.07950881679372256
3.6,0.032642219894613946,0.0483865864684382,0.07415460356258466
3.8,0.025600553660964743,0.04759210238141826,0.06904205090087615
4.0,0.020422258000425134,0.04679920824943198,0.06421292274455992
4.2,0.016800853264845077,0.046009621207632606,0.059689550044130145
4.4,0.014433083081567653,0.04522452080130642,0.055476258564185456
4.6,0.012903247429176324,0.04444486112812611,0.051565745928256135
4.8,0.01191566032271904,0.043671375562507095,0.04792092208434613
5.0,0.011232135622987542,0.04290594305666488,0.0445042892932266
5.2,0.010653213105981224,0.042147997973675126,0.041274122674261164
5.4,0.010046145464340643,0.041396789769763014,0.03818930759040854
5.6,0.009328248908608002,0.040652021563232,0.03521374060289206
5.8,0.008457178027404543,0.03991328432703889,0.03231982619088759
6.0,0.0074443777553262905,0.039180291147880734,0.029490701051961787
6.2,0.0063287253676627235,0.038452990168776624,0.026720985498373463
6.4,0.005173117489384456,0.03772940075292918,0.024018457681819844
6.6,0.00405386316380038,0.03700884664319088,0.02139637500192673
6.8,0.003035530299033757,0.03629067536701538,0.01887512762473751
7.0,0.0021687158095929377,0.03557426668597972,0.01647759008510628
7.2,0.0014784486837644713,0.03485912742408924,0.014226118912254929
7.4,0.0009576041762911711,0.034144498224452216,0.012140167076278244
7.6,0.0005875142319454157,0.033429984984198274,0.01023462885384741
7.8,0.0003452745603915063,0.03271538972941203,0.008518948032569583
8.0,0.0001921778395989558,0.03200060137239758,0.006996901425456697
8.2,0.00010094427240634606,0.031285594934974174,0.005671615246056974
8.4,7.219475057883431e-05,0.030570534461725446,0.004532377459135002
8.6,7.219475057883431e-05,0.02985575909145025,0.003567631511335018
8.8,7.219475057883431e-05,0.029141610844775644,0.0027639170450368357
9.0,7.219475057883431e-05,0.028428481206696943,0.002105721336529249
9.2,7.219475057883431e-05,0.027716805930955084,0.0015762954689538954
9.4,7.219475057883431e-05,0.027007523191488025,0.0011584104727780761
9.6,7.219475057883431e-05,0.026301321798855352,0.0008350391955246091
9.8,7.219475057883431e-05,0.02559848084987205,0.0005899461141488455
10.0,7.219475057883431e-05,0.024899502985480135,0.0004092088841821522
10.2,7.219475057883431e-05,0.024204873991420947,0.00027826745573620876
10.4,7.219475057883431e-05,0.023515159064194484,0.00018520150814745504
10.6,7.219475057883431e-05,0.02283228036722487,0.0001205655521366879
10.8,7.219475057883431e-05,0.022155294454433854,7.672673715377068e-05
11.0,7.219475057883431e-05,0.0214844967339403,5.217991250165572e-05
11.2,7.219475057883431e-05,0.02082014413328428,5.217991250165572e-05
11.4,7.219475057883431e-05,0.020162455648913696,5.217991250165572e-05
11.6,7.219475057883431e-05,0.019512686870861305,5.217991250165572e-05
11.8,7.219475057883431e-05,0.018870867566611153,5.217991250165572e-05
12.0,7.219475057883431e-05,0.0182361608322776,5.217991250165572e-05
12.2,7.219475057883431e-05,0.0176086086288914,5.217991250165572e-05
12.4,7.219475057883431e-05,0.016988236314009184,5.217991250165572e-05
12.6,7.219475057883431e-05,0.016375080810012238,5.217991250165572e-05
12.8,7.219475057883431e-05,0.01577112973423968,5.217991250165572e-05
13.0,7.219475057883431e-05,0.015174370767034961,5.217991250165572e-05
13.2,7.219475057883431e-05,0.01458481712887036,5.217991250165572e-05
13.4,7.219475057883431e-05,0.014002495941477702,5.217991250165572e-05
13.6,7.219475057883431e-05,0.013427450188365511,5.217991250165572e-05
13.8,7.219475057883431e-05,0.01286077652945327,5.217991250165572e-05
14.0,7.219475057883431e-05,0.012302706911771091,5.217991250165572e-05
14.2,7.219475057883431e-05,0.011752334518171124,5.217991250165572e-05
14.4,7.219475057883431e-05,0.011209855851621422,5.217991250165572e-05
14.6,7.219475057883431e-05,0.01067549886099127,5.217991250165572e-05
14.8,7.219475057883431e-05,0.010149523343331142,5.217991250165572e-05
15.0,7.219475057883431e-05,0.009634757793509918,5.217991250165572e-05
15.2,7.219475057883431e-05,0.009129414706707088,5.217991250165572e-05
15.4,7.219475057883431e-05,0.008633802063201381,5.217991250165572e-05
15.6,7.219475057883431e-05,0.008148351352191234,5.217991250165572e-05
15.8,7.219475057883431e-05,0.007673515460939023,5.217991250165572e-05
16.0,7.219475057883431e-05,0.007211225608449386,5.217991250165572e-05
16.2,7.219475057883431e-05,0.006762704712518824,5.217991250165572e-05
16.4,7.219475057883431e-05,0.006326660866586232,5.217991250165572e-05
16.6,7.219475057883431e-05,0.0059035895099837955,5.217991250165572e-05
16.8,7.219475057883431e-05,0.00549397556714434,5.217991250165572e-05
17.0,7.219475057883431e-05,0.005098290458068745,5.217991250165572e-05
17.2,7.219475057883431e-05,0.004720863777096042,5.217991250165572e-05
17.4,7.219475057883431e-05,0.004358895932566288,5.217991250165572e-05
17.6,7.219475057883431e-05,0.004012326000122819,5.217991250165572e-05
17.8,7.219475057883431e-05,0.0036814298562389716,5.217991250165572e-05
18.0,7.219475057883431e-05,0.0033664359882577656,5.217991250165572e-05
18.2,7.219475057883431e-05,0.003069272078307893,5.217991250165572e-05
18.4,7.219475057883431e-05,0.002791147329064951,5.217991250165572e-05
18.6,7.219475057883431e-05,0.002529191391992271,5.217991250165572e-05
18.8,7.219475057883431e-05,0.0022833007891151736,5.217991250165572e-05
19.0,7.219475057883431e-05,0.002053314341733822,5.217991250165572e-05
19.2,7.219475057883431e-05,0.0018390136596847107,5.217991250165572e-05
19.4,7.219475057883431e-05,0.0016436942235836802,5.217991250165572e-05
19.6,7.219475057883431e-05,0.0014637210577964637,5.217991250165572e-05
19.8,7.219475057883431e-05,0.001297996858045721,5.217991250165572e-05
